date,count,year,month,day,station,name,awnd,pgtm,prcp,snow,snwd,tavg,tmax,tmin,tobs,wdf2,wdf5,wsf2,wsf5,wt01,wt02,wt03,wt04,wt05,wt06,wt08,wt09,wt13,wt14,wt16,wt17,wt18,wt19,wt22
2013-01-04T00:00:00Z,50391,2013,1,4,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.2,,0,0,0,,36,13,,  250,  270,25.1,33.1,"","","","","","",    1,"","","","","","","",""
2013-01-05T00:00:00Z,48352,2013,1,5,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,38,25,36,"","",,,"","","","","","","","","","","","","","",""
2013-01-05T00:00:00Z,48352,2013,1,5,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-05T00:00:00Z,48352,2013,1,5,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,,0.03,0.4,0,,39,18,,  220,  220,21.9,29.1,    1,"","","","","","","",    1,"",    1,"",    1,"",""
2013-01-06T00:00:00Z,37549,2013,1,6,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,37,24,25,"","",,,"","","","","","","","","","","","","","",""
2013-01-06T00:00:00Z,37549,2013,1,6,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.01,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-06T00:00:00Z,37549,2013,1,6,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.86,,0,0,0,,36,18,,  260,  300,21.9,29.1,"","","","","","",    1,"","","","","","","",""
2013-01-07T00:00:00Z,40173,2013,1,7,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,39,22,30,"","",,,"","","","","","","","","","","","","","",""
2013-01-07T00:00:00Z,40173,2013,1,7,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-07T00:00:00Z,40173,2013,1,7,US1ILCK0179,"CHICAGO 4.8 NNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-07T00:00:00Z,40173,2013,1,7,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.75,,0,0,0,,41,15,,  210,  210,25.1,32,    1,"","","","","","","","","","","","","",""
2013-01-08T00:00:00Z,39395,2013,1,8,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,41,29,39,"","",,,"","","","","","","","","","","","","","",""
2013-01-08T00:00:00Z,39395,2013,1,8,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-08T00:00:00Z,39395,2013,1,8,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,,0,0,0,,44,22,,  200,  200,19.9,25.1,    1,"","","","","","","",    1,"","","","","",""
2013-01-09T00:00:00Z,42443,2013,1,9,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,50,36,36,"","",,,"","","","","","","","","","","","","","",""
2013-01-09T00:00:00Z,42443,2013,1,9,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-09T00:00:00Z,42443,2013,1,9,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.09,,0,0,0,,50,27,,  270,  280,33.1,45,"","","","","","","","","","",    1,"","","",""
2013-01-10T00:00:00Z,50096,2013,1,10,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,38,29,38,"","",,,"","","","","","","","","","","","","","",""
2013-01-10T00:00:00Z,50096,2013,1,10,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-10T00:00:00Z,50096,2013,1,10,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,,0.63,0,0,,45,22,,  110,  120,21,23.9,    1,"","","","","","","",    1,"",    1,"","","",""
2013-01-11T00:00:00Z,57220,2013,1,11,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,55,37,53,"","",,,"","","","","","","","","","","","","","",""
2013-01-11T00:00:00Z,57220,2013,1,11,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.97,,0.3,0,0,,52,42,,  190,  190,23,30,    1,"","","","","","","",    1,    1,    1,"","","",""
2013-01-12T00:00:00Z,58749,2013,1,12,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,55,33,33,"","",,,"","","","","","","","","","","","","","",""
2013-01-12T00:00:00Z,58749,2013,1,12,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.2,,0.06,0,0,,53,30,,  200,  250,23.9,30,"","","",    1,"","","","","","",    1,    1,"","",""
2013-01-13T00:00:00Z,45401,2013,1,13,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,33,16,16,"","",,,"","","","","","","","","","","","","","",""
2013-01-13T00:00:00Z,45401,2013,1,13,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.12,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-13T00:00:00Z,45401,2013,1,13,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.53,,0.1,0,0,,30,14,,  280,  280,21.9,29.1,"","","","","","","","","",    1,    1,    1,    1,"",""
2013-01-14T00:00:00Z,44555,2013,1,14,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,28,14,22,"","",,,"","","","","","","","","","","","","","",""
2013-01-14T00:00:00Z,44555,2013,1,14,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-14T00:00:00Z,44555,2013,1,14,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.49,,0,0,0,,25,12,,  290,"",16.1,,"","","","","","","","","","","","","","",""
2013-01-15T00:00:00Z,44300,2013,1,15,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,32,21,27,"","",,,"","","","","","","","","","","","","","",""
2013-01-15T00:00:00Z,44300,2013,1,15,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-15T00:00:00Z,44300,2013,1,15,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2.24,,0,0,0,,31,12,,  290,  220,6.9,8.9,"","","","","","","","","","","","","","",""
2013-01-16T00:00:00Z,49059,2013,1,16,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,38,23,36,"","",,,"","","","","","","","","","","","","","",""
2013-01-16T00:00:00Z,49059,2013,1,16,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-16T00:00:00Z,49059,2013,1,16,US1ILCK0179,"CHICAGO 4.8 NNW, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-16T00:00:00Z,49059,2013,1,16,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.87,,0,0,0,,36,16,,  250,  230,25.9,33.1,"","","","","","","","","","","","",    1,"",""
2013-01-17T00:00:00Z,54232,2013,1,17,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,36,26,26,"","",,,"","","","","","","","","","","","","","",""
2013-01-17T00:00:00Z,54232,2013,1,17,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-17T00:00:00Z,54232,2013,1,17,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.4,,0,0,0,,33,20,,  310,  340,17.9,23,"","","","","","","","","","","","","","",""
2013-01-18T00:00:00Z,64849,2013,1,18,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,42,24,41,"","",,,"","","","","","","","","","","","","","",""
2013-01-18T00:00:00Z,64849,2013,1,18,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-18T00:00:00Z,64849,2013,1,18,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.76,,0,0,0,,43,19,,  200,  200,30,40.9,"","","","","","","","","","","","","","",""
2013-01-19T00:00:00Z,63761,2013,1,19,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,50,30,30,"","",,,"","","","","","","","","","","","","","",""
2013-01-19T00:00:00Z,63761,2013,1,19,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-19T00:00:00Z,63761,2013,1,19,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17,,0,0,0,,47,28,,  280,  280,29.1,47,"","","","","","",    1,"","","","","","","",""
2013-01-20T00:00:00Z,55986,2013,1,20,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,30,15,17,"","",,,"","","","","","","","","","","","","","",""
2013-01-20T00:00:00Z,55986,2013,1,20,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-20T00:00:00Z,55986,2013,1,20,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.11,,0,0,0,,28,13,,  300,  300,28,36.9,"","","","","","","","","","","","","","",""
2013-01-21T00:00:00Z,46159,2013,1,21,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,17,6,6,"","",,,"","","","","","","","","","","","","","",""
2013-01-21T00:00:00Z,46159,2013,1,21,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-21T00:00:00Z,46159,2013,1,21,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.55,,0,0,0,,15,5,,  280,  280,25.1,29.1,"","","","","","","","","","","","",    1,"",""
2013-01-22T00:00:00Z,55426,2013,1,22,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,13,1,11,"","",,,"","","","","","","","","","","","","","",""
2013-01-22T00:00:00Z,55426,2013,1,22,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-22T00:00:00Z,55426,2013,1,22,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.96,,0,0,0,,11,-1,,  270,  270,16.1,21.9,"","","","","","","","","","","","","","",""
2013-01-23T00:00:00Z,56229,2013,1,23,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,20,11,14,"","",,,"","","","","","","","","","","","","","",""
2013-01-23T00:00:00Z,56229,2013,1,23,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-23T00:00:00Z,56229,2013,1,23,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.75,,0.01,0.4,0,,23,10,,  350,  340,23.9,34.9,"","","","","","","","","","","","",    1,"",""
2013-01-24T00:00:00Z,59459,2013,1,24,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,21,10,21,"","",,,"","","","","","","","","","","","","","",""
2013-01-24T00:00:00Z,59459,2013,1,24,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.29,,0,0,0,,22,4,,  340,  340,17.9,23.9,"","","","","","","","","","","","",    1,"",""
2013-01-25T00:00:00Z,67778,2013,1,25,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,29,18,23,"","",,,"","","","","","","","","","","","","","",""
2013-01-25T00:00:00Z,67778,2013,1,25,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,,0.06,1.1,0,,29,18,,  310,  310,17,23.9,    1,"","","","","","","",    1,"","","",    1,"",""
2013-01-26T00:00:00Z,66052,2013,1,26,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,29,15,26,"","",,,"","","","","","","","","","","","","","",""
2013-01-26T00:00:00Z,66052,2013,1,26,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.02,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-26T00:00:00Z,66052,2013,1,26,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.93,,0,0,0,,28,13,,  160,  160,14.1,14.1,"","","","","","","","","","","","","","",""
2013-01-27T00:00:00Z,51840,2013,1,27,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,38,25,37,"","",,,"","","","","","","","","","","","","","",""
2013-01-27T00:00:00Z,51840,2013,1,27,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-27T00:00:00Z,51840,2013,1,27,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.32,,0.58,0.1,0,,37,23,,  150,  150,23.9,33.1,"","",    1,    1,"","",    1,"","",    1,"","","","",""
2013-01-28T00:00:00Z,45322,2013,1,28,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,50,35,36,"","",,,"","","","","","","","","","","","","","",""
2013-01-28T00:00:00Z,45322,2013,1,28,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.44,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-28T00:00:00Z,45322,2013,1,28,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,,0.08,0,0,,48,37,,  250,  250,17.9,23.9,"","","","","","","","",    1,    1,    1,"","","",""
2013-01-29T00:00:00Z,48646,2013,1,29,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,61,35,43,"","",,,"","","","","","","","","","","","","","",""
2013-01-29T00:00:00Z,48646,2013,1,29,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.06,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-01-29T00:00:00Z,48646,2013,1,29,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.2,,1.33,0,0,,63,39,,  220,  200,23.9,32,"","",    1,"","","","","",    1,"",    1,"","","",""
2013-01-30T00:00:00Z,53266,2013,1,30,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,43,22,22,"","",,,"","","","","","","","","","","","","","",""
2013-01-30T00:00:00Z,53266,2013,1,30,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.08,,0.45,0.6,0,,44,21,,  300,  310,28,34.9,"","","","","","","","",    1,    1,    1,"",    1,"",""
2013-01-31T00:00:00Z,60583,2013,1,31,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,22,7,7,"","",,,"","","","","","","","","","","","","","",""
2013-01-31T00:00:00Z,60583,2013,1,31,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18.34,,0,0,0,,21,6,,  280,  270,23.9,31.1,    1,"","","","","","","","","","","",    1,"",""
2013-02-01T00:00:00Z,71272,2013,2,1,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,16,2,16,"","",,,"","","","","","","","","","","","","","",""
2013-02-01T00:00:00Z,71272,2013,2,1,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-01T00:00:00Z,71272,2013,2,1,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.53,,0.02,0.5,0,,14,0,,  250,  280,19.9,25.1,    1,"","","","","","","",    1,"","","",    1,"",""
2013-02-02T00:00:00Z,64159,2013,2,2,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,25,11,11,"","",,,"","","","","","","","","","","","","","",""
2013-02-02T00:00:00Z,64159,2013,2,2,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.18,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-02T00:00:00Z,64159,2013,2,2,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,,0.12,1.8,0,,23,8,,  350,  360,21.9,25.9,    1,"","","","","","","",    1,"","","",    1,"",""
2013-02-03T00:00:00Z,51344,2013,2,3,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,24,11,22,"","",,,"","","","","","","","","","","","","","",""
2013-02-03T00:00:00Z,51344,2013,2,3,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.02,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-03T00:00:00Z,51344,2013,2,3,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,,0.04,0.5,2,,21,9,,  300,  310,21,25.9,    1,"","","","","","","",    1,"","","",    1,"",""
2013-02-04T00:00:00Z,50679,2013,2,4,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,28,20,20,"","",,,"","","","","","","","","","","","","","",""
2013-02-04T00:00:00Z,50679,2013,2,4,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.24,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-04T00:00:00Z,50679,2013,2,4,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,,0.19,2.4,3,,28,13,,   20,   20,17.9,17.9,    1,"","","","","","","",    1,"","","",    1,"",""
2013-02-05T00:00:00Z,51862,2013,2,5,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,32,18,30,"","",,,"","","","","","","","","","","","","","",""
2013-02-05T00:00:00Z,51862,2013,2,5,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.4,,0.02,0.5,3,,31,6,,  300,  310,17,21,"","","","","","",    1,"",    1,"","","",    1,"",""
2013-02-06T00:00:00Z,54305,2013,2,6,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,39,23,35,"","",,,"","","","","","","","","","","","","","",""
2013-02-06T00:00:00Z,54305,2013,2,6,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,,0,0,2,,36,11,,  160,  160,15,19.9,"","","","","","","","","","","","","","",""
2013-02-07T00:00:00Z,64702,2013,2,7,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,35,33,35,"","",,,"","","","","","","","","","","","","","",""
2013-02-07T00:00:00Z,64702,2013,2,7,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.28,,1.07,1.4,2,,34,31,,  340,  340,17.9,21.9,    1,"","",    1,"","","","","","",    1,"",    1,"",""
2013-02-08T00:00:00Z,75030,2013,2,8,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,35,27,29,"","",,,"","","","","","","","","","","","","","",""
2013-02-08T00:00:00Z,75030,2013,2,8,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.6,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-08T00:00:00Z,75030,2013,2,8,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,,0,0.1,3,,33,23,,  330,  340,23,33.1,    1,"","","","","","","",    1,"","","",    1,"",""
2013-02-09T00:00:00Z,69166,2013,2,9,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,36,28,34,"","",,,"","","","","","","","","","","","","","",""
2013-02-09T00:00:00Z,69166,2013,2,9,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-09T00:00:00Z,69166,2013,2,9,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.38,,0,0,3,,32,20,,  170,  180,17,19.9,    1,"","","","","","","","","","","","","",""
2013-02-10T00:00:00Z,53647,2013,2,10,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,51,33,48,"","",,,"","","","","","","","","","","","","","",""
2013-02-10T00:00:00Z,53647,2013,2,10,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-10T00:00:00Z,53647,2013,2,10,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.33,,0.29,0,3,,49,30,,  220,  220,28,38,    1,"","","","","","","",    1,    1,    1,"","","",""
2013-02-11T00:00:00Z,52787,2013,2,11,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,48,29,30,"","",,,"","","","","","","","","","","","","","",""
2013-02-11T00:00:00Z,52787,2013,2,11,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0.19,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-11T00:00:00Z,52787,2013,2,11,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23.94,,0,0,0,,45,29,,  270,  280,33.1,44.1,"","","","","","","","","","","","",    1,"",""
2013-02-12T00:00:00Z,54127,2013,2,12,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,30,25,28,"","",,,"","","","","","","","","","","","","","",""
2013-02-12T00:00:00Z,54127,2013,2,12,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-12T00:00:00Z,54127,2013,2,12,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.4,,0,0,0,,29,21,,  270,  270,15,21.9,"","","","","","","","","","","","","","",""
2013-02-13T00:00:00Z,56182,2013,2,13,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,45,27,38,"","",,,"","","","","","","","","","","","","","",""
2013-02-13T00:00:00Z,56182,2013,2,13,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-13T00:00:00Z,56182,2013,2,13,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.82,,0,0,0,,44,19,,  260,  270,16.1,19.9,"","","","","","","","",    1,"","","","","",""
2013-02-14T00:00:00Z,63495,2013,2,14,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,40,36,36,"","",,,"","","","","","","","","","","","","","",""
2013-02-14T00:00:00Z,63495,2013,2,14,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-14T00:00:00Z,63495,2013,2,14,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.75,,0,0,0,,39,33,,  290,  300,23.9,32,"","","","","","","","","","",    1,"","","",""
2013-02-15T00:00:00Z,77743,2013,2,15,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,36,22,22,"","",,,"","","","","","","","","","","","","","",""
2013-02-15T00:00:00Z,77743,2013,2,15,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-15T00:00:00Z,77743,2013,2,15,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,,0,0,0,,33,20,,  340,  340,19.9,23,    1,"","","","","","","","","","","",    1,"",""
2013-02-16T00:00:00Z,86193,2013,2,16,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,23,14,16,"","",,,"","","","","","","","","","","","","","",""
2013-02-16T00:00:00Z,86193,2013,2,16,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-16T00:00:00Z,86193,2013,2,16,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,,0,0,0,,20,12,,  290,  300,19.9,25.9,"","","","","","","","","","","","",    1,"",""
2013-02-17T00:00:00Z,71185,2013,2,17,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,30,15,29,"","",,,"","","","","","","","","","","","","","",""
2013-02-17T00:00:00Z,71185,2013,2,17,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-17T00:00:00Z,71185,2013,2,17,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.59,,0,0,0,,30,9,,  160,  170,14.1,17.9,"","","","","","","","","","","","","","",""
2013-02-18T00:00:00Z,47520,2013,2,18,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,53,29,32,"","",,,"","","","","","","","","","","","","","",""
2013-02-18T00:00:00Z,47520,2013,2,18,US1ILCK0036,"CHICAGO 4.7 NE, IL US",,,0,0,,,,,,"","",,,"","","","","","","","","","","","","","",""
2013-02-18T00:00:00Z,47520,2013,2,18,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.22,,0.29,0,0,,52,27,,  180,  190,31.1,42.9,    1,"","","","","","","",    1,"",    1,"",    1,"",""
2013-02-19T00:00:00Z,61244,2013,2,19,USC00111550,"CHICAGO NORTHERLY ISLAND, IL US",,,,,,,32,13,13,"","",,,"","","","","","","","","","","","","","",""
